"Unnamed: 0.1","reaction","electrophile SMILES","nucleophile SMILES","ReactionSMILES","3,3â€™ Catalyst Substituent ","N Catalyst Substituent","catalyst SMILES","solvent","time (hours)","temperature (Celsius)","Temperature K","% yield","e.r. 1","e.r. 2","d.r.","ee","ddG","Conversion %","r.r. (regioisomeric ratio)","reference","CatalystSMILES
","Unnamed: 0","ster1","ster2","ster3","Dih","Atom1_charge","Valance_atom1","Rydberg_atom1","TotalNBO_atom1","Atom2_charge","Valance_atom2","Rydberg_atom2","TotalNBO_atom2","polarxx","polarxy","polaryy","polarzx","polaryz","polarzz","mean_polar","HOMO","LUMO","biggest distance","major_axis","Axis_2","Axis_3","Vbur35","Vbur5","Vbur75","old_name","missing","smiles_x","L_x","Bmin_x","Bmax_x","bur_shell_x","bur_vol_x","max_distance_x","tot_V_x","disp_x","max_axis_x","A2_x","min_axis_x","smiles_y","L_y","Bmin_y","Bmax_y","bur_shell_y","bur_vol_y","max_distance_y","tot_V_y","disp_y","max_axis_y","A2_y","min_axis_y","nL","nBmin","nBmax","nbur_vol","0_crippen_x","1_crippen_x","2_crippen_x","3_crippen_x","4_crippen_x","0_mcgowan_x","1_mcgowan_x","2_mcgowan_x","3_mcgowan_x","4_mcgowan_x","0_crippen_y","1_crippen_y","2_crippen_y","3_crippen_y","4_crippen_y","0_mcgowan_y","1_mcgowan_y","2_mcgowan_y","3_mcgowan_y","4_mcgowan_y"
66,6,"COC(=O)/C=C/c1ccccc1","CO/C(O[Si](C)(C)C)=C(C)/C","COC(=O)/C=C/c1ccccc1CO/C(O[Si](C)(C)C)=C(C)/C","CC3(C)c1ccccc1c2ccccc23","NS(=O)(=O)C(F)(F)F",,"Et2O",24,25,298.15,,92,8,,84,1.44617693643032,43,,,"CC3(C)c1ccccc1c2ccc(I)cc23NS(=O)(=O)C(F)(F)F","ph_fluorene_methyl_1_1_m062x",10.73,2.14,5.32,39.0075,-0.04841,4.02932,0.01998,6.04841,-0.04359,4.02527,0.01921,6.04359,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,42.9403851964903,25.4322143275877,11.1125163822549,"CC3(C)c1ccccc1c2ccccc23",,"COC(=O)/C=C/c1ccccc1",10.63211945,1.7,6.09145516717143,0,26.5883694682702,10.6016744639394,91.4599474508888,3.57052017887994,10.5903423331238,0.395559099143066,0.194665760885448,"CO/C(O[Si](C)(C)C)=C(C)/C",5.48553452,2.03261580197495,6.72876622077091,0,39.4065224051021,8.10497854194308,208.544099319165,4.87042375180139,8.09469627209037,0.716165062034725,0.549013599402793,5.48553452,2.03261580197495,6.72876622077091,39.4065224051021,3.513,2.17,23.026,17.592,0,4.55,7.82,46.79,35.04,0,5.007,5.655,11.286,3.509,8.814,4.55,11.93,19.7,4.55,16.04
67,7,"COC(=O)/C=C/c1ccccc1","CO/C(O[Si](C)(C)C)=C(C)/C","COC(=O)/C=C/c1ccccc1CO/C(O[Si](C)(C)C)=C(C)/C","CC3(C)c1ccccc1c2ccccc23","NS(=O)(=O)C(F)(F)F",,"CHCl3",24,25,298.15,,77,23,,54,0.71547236028815,80,,,"CC3(C)c1ccccc1c2ccc(I)cc23NS(=O)(=O)C(F)(F)F","ph_fluorene_methyl_1_1_m062x",10.73,2.14,5.32,39.0075,-0.04841,4.02932,0.01998,6.04841,-0.04359,4.02527,0.01921,6.04359,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,42.9403851964903,25.4322143275877,11.1125163822549,"CC3(C)c1ccccc1c2ccccc23",,"COC(=O)/C=C/c1ccccc1",10.63211945,1.7,6.09145516717143,0,26.5883694682702,10.6016744639394,91.4599474508888,3.57052017887994,10.5903423331238,0.395559099143066,0.194665760885448,"CO/C(O[Si](C)(C)C)=C(C)/C",5.48553452,2.03261580197495,6.72876622077091,0,39.4065224051021,8.10497854194308,208.544099319165,4.87042375180139,8.09469627209037,0.716165062034725,0.549013599402793,5.48553452,2.03261580197495,6.72876622077091,39.4065224051021,3.513,2.17,23.026,17.592,0,4.55,7.82,46.79,35.04,0,5.007,5.655,11.286,3.509,8.814,4.55,11.93,19.7,4.55,16.04
68,8,"COC(=O)/C=C/c1ccccc1","CO/C(O[Si](C)(C)C)=C(C)/C","COC(=O)/C=C/c1ccccc1CO/C(O[Si](C)(C)C)=C(C)/C","CC3(C)c1ccccc1c2ccccc23","NS(=O)(=O)C(F)(F)F",,"cyclohexane",24,25,298.15,,95.5,4.5,,91,1.80897355027087,52,,,"CC3(C)c1ccccc1c2ccc(I)cc23NS(=O)(=O)C(F)(F)F","ph_fluorene_methyl_1_1_m062x",10.73,2.14,5.32,39.0075,-0.04841,4.02932,0.01998,6.04841,-0.04359,4.02527,0.01921,6.04359,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,42.9403851964903,25.4322143275877,11.1125163822549,"CC3(C)c1ccccc1c2ccccc23",,"COC(=O)/C=C/c1ccccc1",10.63211945,1.7,6.09145516717143,0,26.5883694682702,10.6016744639394,91.4599474508888,3.57052017887994,10.5903423331238,0.395559099143066,0.194665760885448,"CO/C(O[Si](C)(C)C)=C(C)/C",5.48553452,2.03261580197495,6.72876622077091,0,39.4065224051021,8.10497854194308,208.544099319165,4.87042375180139,8.09469627209037,0.716165062034725,0.549013599402793,5.48553452,2.03261580197495,6.72876622077091,39.4065224051021,3.513,2.17,23.026,17.592,0,4.55,7.82,46.79,35.04,0,5.007,5.655,11.286,3.509,8.814,4.55,11.93,19.7,4.55,16.04
69,10,"COC(=O)/C=C/c1ccccc1","CO/C(O[Si](C)(C)C)=C(C)/C","COC(=O)/C=C/c1ccccc1CO/C(O[Si](C)(C)C)=C(C)/C","CC3(C)c1ccccc1c2ccccc23","NS(=O)(=O)C(F)(F)F",,"cyclohexane",24,10,283.15,,96.5,3.5,,93,1.86514448881084,"full",,,"CC3(C)c1ccccc1c2ccc(I)cc23NS(=O)(=O)C(F)(F)F","ph_fluorene_methyl_1_1_m062x",10.73,2.14,5.32,39.0075,-0.04841,4.02932,0.01998,6.04841,-0.04359,4.02527,0.01921,6.04359,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,42.9403851964903,25.4322143275877,11.1125163822549,"CC3(C)c1ccccc1c2ccccc23",,"COC(=O)/C=C/c1ccccc1",10.63211945,1.7,6.09145516717143,0,26.5883694682702,10.6016744639394,91.4599474508888,3.57052017887994,10.5903423331238,0.395559099143066,0.194665760885448,"CO/C(O[Si](C)(C)C)=C(C)/C",5.48553452,2.03261580197495,6.72876622077091,0,39.4065224051021,8.10497854194308,208.544099319165,4.87042375180139,8.09469627209037,0.716165062034725,0.549013599402793,5.48553452,2.03261580197495,6.72876622077091,39.4065224051021,3.513,2.17,23.026,17.592,0,4.55,7.82,46.79,35.04,0,5.007,5.655,11.286,3.509,8.814,4.55,11.93,19.7,4.55,16.04
70,11,"COC(=O)/C=C/c1ccccc1","CO/C(O[Si](C)(C)C)=C(C)/C","COC(=O)/C=C/c1ccccc1CO/C(O[Si](C)(C)C)=C(C)/C","CC3(C)c1ccccc1c2ccccc23","NS(=O)(=O)C(F)(F)F",,"cyclohexane",12,0,273.15,,97,3,,94,1.88569976525721,"full",,,"CC3(C)c1ccccc1c2ccc(I)cc23NS(=O)(=O)C(F)(F)F","ph_fluorene_methyl_1_1_m062x",10.73,2.14,5.32,39.0075,-0.04841,4.02932,0.01998,6.04841,-0.04359,4.02527,0.01921,6.04359,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,42.9403851964903,25.4322143275877,11.1125163822549,"CC3(C)c1ccccc1c2ccccc23",,"COC(=O)/C=C/c1ccccc1",10.63211945,1.7,6.09145516717143,0,26.5883694682702,10.6016744639394,91.4599474508888,3.57052017887994,10.5903423331238,0.395559099143066,0.194665760885448,"CO/C(O[Si](C)(C)C)=C(C)/C",5.48553452,2.03261580197495,6.72876622077091,0,39.4065224051021,8.10497854194308,208.544099319165,4.87042375180139,8.09469627209037,0.716165062034725,0.549013599402793,5.48553452,2.03261580197495,6.72876622077091,39.4065224051021,3.513,2.17,23.026,17.592,0,4.55,7.82,46.79,35.04,0,5.007,5.655,11.286,3.509,8.814,4.55,11.93,19.7,4.55,16.04
71,4,"COC(=O)/C=C/c1ccc(C)cc1","CO/C(O[Si](C)(C)C)=C(C)/C","COC(=O)/C=C/c1ccc(C)cc1CO/C(O[Si](C)(C)C)=C(C)/C","CC3(C)c1ccccc1c2ccccc23","NS(=O)(=O)C(F)(F)F",,"cyclohexane",14,0,273.15,95,97,3,,94,1.88569976525721,,,,"CC3(C)c1ccccc1c2ccc(I)cc23NS(=O)(=O)C(F)(F)F","ph_fluorene_methyl_1_1_m062x",10.73,2.14,5.32,39.0075,-0.04841,4.02932,0.01998,6.04841,-0.04359,4.02527,0.01921,6.04359,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,42.9403851964903,25.4322143275877,11.1125163822549,"CC3(C)c1ccccc1c2ccccc23",,"COC(=O)/C=C/c1ccc(C)cc1",11.67287477,1.7,5.70457914738426,0,26.7746896925786,11.5384862672288,87.4549201827319,3.47136794571383,11.3571080378994,0.375026244332429,0.159191294954826,"CO/C(O[Si](C)(C)C)=C(C)/C",5.48553452,2.03261580197495,6.72876622077091,0,39.4065224051021,8.10497854194308,208.544099319165,4.87042375180139,8.09469627209037,0.716165062034725,0.549013599402793,5.48553452,2.03261580197495,6.72876622077091,39.4065224051021,3.513,2.17,23.026,17.592,0,4.55,7.82,46.79,35.04,0,5.007,5.655,11.286,3.509,8.814,4.55,11.93,19.7,4.55,16.04
72,5,"COC(=O)/C=C/c1cccc(C)c1","CO/C(O[Si](C)(C)C)=C(C)/C","COC(=O)/C=C/c1cccc(C)c1CO/C(O[Si](C)(C)C)=C(C)/C","CC3(C)c1ccccc1c2ccccc23","NS(=O)(=O)C(F)(F)F",,"cyclohexane",14,0,273.15,95,98,2,,96,2.11121871885583,,,,"CC3(C)c1ccccc1c2ccc(I)cc23NS(=O)(=O)C(F)(F)F","ph_fluorene_methyl_1_1_m062x",10.73,2.14,5.32,39.0075,-0.04841,4.02932,0.01998,6.04841,-0.04359,4.02527,0.01921,6.04359,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,42.9403851964903,25.4322143275877,11.1125163822549,"CC3(C)c1ccccc1c2ccccc23",,"COC(=O)/C=C/c1cccc(C)c1",10.65925389,1.91176109861334,4.29473011580462,0,27.6533199092902,10.3719222370162,142.44364071108,3.16985798105255,10.1854581970275,0.528864880296204,0.254892246444724,"CO/C(O[Si](C)(C)C)=C(C)/C",5.48553452,2.03261580197495,6.72876622077091,0,39.4065224051021,8.10497854194308,208.544099319165,4.87042375180139,8.09469627209037,0.716165062034725,0.549013599402793,5.48553452,2.03261580197495,6.72876622077091,39.4065224051021,3.513,2.17,23.026,17.592,0,4.55,7.82,46.79,35.04,0,5.007,5.655,11.286,3.509,8.814,4.55,11.93,19.7,4.55,16.04
73,6,"COC(=O)/C=C/c1ccccc1C","CO/C(O[Si](C)(C)C)=C(C)/C","COC(=O)/C=C/c1ccccc1CCO/C(O[Si](C)(C)C)=C(C)/C","CC3(C)c1ccccc1c2ccccc23","NS(=O)(=O)C(F)(F)F",,"cyclohexane",120,0,273.15,92,96.5,3.5,,93,1.79927323721943,,,,"CC3(C)c1ccccc1c2ccc(I)cc23NS(=O)(=O)C(F)(F)F","ph_fluorene_methyl_1_1_m062x",10.73,2.14,5.32,39.0075,-0.04841,4.02932,0.01998,6.04841,-0.04359,4.02527,0.01921,6.04359,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,42.9403851964903,25.4322143275877,11.1125163822549,"CC3(C)c1ccccc1c2ccccc23",,"COC(=O)/C=C/c1ccccc1C",10.46052887,1.7,6.52792243474348,0,26.6191207935793,10.8301982284657,190.210102244665,4.23742331160106,10.5547177378515,0.432803741345251,0.373768503706677,"CO/C(O[Si](C)(C)C)=C(C)/C",5.48553452,2.03261580197495,6.72876622077091,0,39.4065224051021,8.10497854194308,208.544099319165,4.87042375180139,8.09469627209037,0.716165062034725,0.549013599402793,5.48553452,2.03261580197495,6.72876622077091,39.4065224051021,3.513,2.17,23.026,17.592,0,4.55,7.82,46.79,35.04,0,5.007,5.655,11.286,3.509,7.916,4.55,11.93,19.7,4.55,12.57
74,7,"COC(=O)/C=C/c1ccc(F)cc1","CO/C(O[Si](C)(C)C)=C(C)/C","COC(=O)/C=C/c1ccc(F)cc1CO/C(O[Si](C)(C)C)=C(C)/C","CC3(C)c1ccccc1c2ccccc23","NS(=O)(=O)C(F)(F)F",,"cyclohexane",14,0,273.15,99,97.5,2.5,,95,1.98739390118966,,,,"CC3(C)c1ccccc1c2ccc(I)cc23NS(=O)(=O)C(F)(F)F","ph_fluorene_methyl_1_1_m062x",10.73,2.14,5.32,39.0075,-0.04841,4.02932,0.01998,6.04841,-0.04359,4.02527,0.01921,6.04359,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,42.9403851964903,25.4322143275877,11.1125163822549,"CC3(C)c1ccccc1c2ccccc23",,"COC(=O)/C=C/c1ccc(F)cc1",11.30538123,1.88518615142148,3.78165471704443,0,27.2481996230401,10.3361319899111,93.7831939390724,4.29346773590758,10.3262140767409,0.392531775855651,0.216983558440116,"CO/C(O[Si](C)(C)C)=C(C)/C",5.48553452,2.03261580197495,6.72876622077091,0,39.4065224051021,8.10497854194308,208.544099319165,4.87042375180139,8.09469627209037,0.716165062034725,0.549013599402793,5.48553452,2.03261580197495,6.72876622077091,39.4065224051021,3.513,2.17,23.026,17.592,0,4.55,7.82,46.79,35.04,0,5.007,5.655,11.286,3.509,8.814,4.55,11.93,19.7,4.55,16.04
75,8,"COC(=O)/C=C/c1ccc(Cl)cc1","CO/C(O[Si](C)(C)C)=C(C)/C","COC(=O)/C=C/c1ccc(Cl)cc1CO/C(O[Si](C)(C)C)=C(C)/C","CC3(C)c1ccccc1c2ccccc23","NS(=O)(=O)C(F)(F)F",,"cyclohexane",14,0,273.15,97,97.5,2.5,,95,1.98739390118966,,,,"CC3(C)c1ccccc1c2ccc(I)cc23NS(=O)(=O)C(F)(F)F","ph_fluorene_methyl_1_1_m062x",10.73,2.14,5.32,39.0075,-0.04841,4.02932,0.01998,6.04841,-0.04359,4.02527,0.01921,6.04359,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,42.9403851964903,25.4322143275877,11.1125163822549,"CC3(C)c1ccccc1c2ccccc23",,"COC(=O)/C=C/c1ccc(Cl)cc1",12.02463849,1.81746888918203,3.78428254610447,0,27.2083228603636,10.7351651572703,113.909439286854,3.60859937104988,10.7242238017452,0.314570869842238,0.2935915859683,"CO/C(O[Si](C)(C)C)=C(C)/C",5.48553452,2.03261580197495,6.72876622077091,0,39.4065224051021,8.10497854194308,208.544099319165,4.87042375180139,8.09469627209037,0.716165062034725,0.549013599402793,5.48553452,2.03261580197495,6.72876622077091,39.4065224051021,3.513,2.17,23.026,17.592,0,4.55,7.82,46.79,35.04,0,5.007,5.655,11.286,3.509,8.814,4.55,11.93,19.7,4.55,16.04
76,9,"COC(=O)/C=C/c1ccc(Br)cc1","CO/C(O[Si](C)(C)C)=C(C)/C","COC(=O)/C=C/c1ccc(Br)cc1CO/C(O[Si](C)(C)C)=C(C)/C","CC3(C)c1ccccc1c2ccccc23","NS(=O)(=O)C(F)(F)F",,"cyclohexane",14,0,273.15,98,98,2,,96,2.11121871885583,,,,"CC3(C)c1ccccc1c2ccc(I)cc23NS(=O)(=O)C(F)(F)F","ph_fluorene_methyl_1_1_m062x",10.73,2.14,5.32,39.0075,-0.04841,4.02932,0.01998,6.04841,-0.04359,4.02527,0.01921,6.04359,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,42.9403851964903,25.4322143275877,11.1125163822549,"CC3(C)c1ccccc1c2ccccc23",,"COC(=O)/C=C/c1ccc(Br)cc1",12.40473577,1.7,5.2762536411995,0,26.4521860948299,11.3102723463471,132.886417128535,8.42392733216821,11.2708948258302,0.390434452491809,0.237715372337516,"CO/C(O[Si](C)(C)C)=C(C)/C",5.48553452,2.03261580197495,6.72876622077091,0,39.4065224051021,8.10497854194308,208.544099319165,4.87042375180139,8.09469627209037,0.716165062034725,0.549013599402793,5.48553452,2.03261580197495,6.72876622077091,39.4065224051021,3.513,2.17,23.026,17.592,0,4.55,7.82,46.79,35.04,0,5.007,5.655,11.286,3.509,8.814,4.55,11.93,19.7,4.55,16.04
77,10,"COC(=O)/C=C/c1cccc2ccccc12","CO/C(O[Si](C)(C)C)=C(C)/C","COC(=O)/C=C/c1cccc2ccccc12CO/C(O[Si](C)(C)C)=C(C)/C","CC3(C)c1ccccc1c2ccccc23","NS(=O)(=O)C(F)(F)F",,"cyclohexane",48,0,273.15,92,94.5,5.5,,89,1.54272103334975,,,,"CC3(C)c1ccccc1c2ccc(I)cc23NS(=O)(=O)C(F)(F)F","ph_fluorene_methyl_1_1_m062x",10.73,2.14,5.32,39.0075,-0.04841,4.02932,0.01998,6.04841,-0.04359,4.02527,0.01921,6.04359,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,42.9403851964903,25.4322143275877,11.1125163822549,"CC3(C)c1ccccc1c2ccccc23",,"COC(=O)/C=C/c1cccc2ccccc12",11.16397323,2.00603435505185,5.28844040732414,0,27.5713216480131,10.8845048547326,195.301523392409,5.33255954141045,10.6875810965879,0.644628043130999,0.248175077881077,"CO/C(O[Si](C)(C)C)=C(C)/C",5.48553452,2.03261580197495,6.72876622077091,0,39.4065224051021,8.10497854194308,208.544099319165,4.87042375180139,8.09469627209037,0.716165062034725,0.549013599402793,5.48553452,2.03261580197495,6.72876622077091,39.4065224051021,3.513,2.17,23.026,17.592,0,4.55,7.82,46.79,35.04,0,5.007,5.655,11.286,3.509,8.753,4.55,11.93,19.7,4.55,12.57
78,11,"COC(=O)/C=C/c1ccc(OC)cc1","CO/C(O[Si](C)(C)C)=C(C)/C","COC(=O)/C=C/c1ccc(OC)cc1CO/C(O[Si](C)(C)C)=C(C)/C","CC3(C)c1ccccc1c2ccccc23","NS(=O)(=O)C(F)(F)F",,"cyclohexane",24,0,273.15,95,95.5,4.5,,91,1.6572903748331,,,,"CC3(C)c1ccccc1c2ccc(I)cc23NS(=O)(=O)C(F)(F)F","ph_fluorene_methyl_1_1_m062x",10.73,2.14,5.32,39.0075,-0.04841,4.02932,0.01998,6.04841,-0.04359,4.02527,0.01921,6.04359,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,42.9403851964903,25.4322143275877,11.1125163822549,"CC3(C)c1ccccc1c2ccccc23",,"COC(=O)/C=C/c1ccc(OC)cc1",12.84974822,1.7,5.61306310161088,0,26.5098376704307,12.8853114856552,143.576224798278,10.200158495362,12.848129443001,0.291235798980119,0.232443850876235,"CO/C(O[Si](C)(C)C)=C(C)/C",5.48553452,2.03261580197495,6.72876622077091,0,39.4065224051021,8.10497854194308,208.544099319165,4.87042375180139,8.09469627209037,0.716165062034725,0.549013599402793,5.48553452,2.03261580197495,6.72876622077091,39.4065224051021,3.513,2.17,23.026,17.592,0,4.55,7.82,46.79,35.04,0,5.007,5.655,11.286,3.509,8.814,4.55,11.93,19.7,4.55,16.04
79,12,"COC(=O)/C=C/c1ccc(C#N)cc1","CO/C(O[Si](C)(C)C)=C(C)/C","COC(=O)/C=C/c1ccc(C#N)cc1CO/C(O[Si](C)(C)C)=C(C)/C","CC3(C)c1ccccc1c2ccccc23","NS(=O)(=O)C(F)(F)F",,"P-xylene",14,0,273.15,89,97.5,2.5,,95,1.98739390118966,,,,"CC3(C)c1ccccc1c2ccc(I)cc23NS(=O)(=O)C(F)(F)F","ph_fluorene_methyl_1_1_m062x",10.73,2.14,5.32,39.0075,-0.04841,4.02932,0.01998,6.04841,-0.04359,4.02527,0.01921,6.04359,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,42.9403851964903,25.4322143275877,11.1125163822549,"CC3(C)c1ccccc1c2ccccc23",,"COC(=O)/C=C/c1ccc(C#N)cc1",12.62165352,1.70958428453416,3.77133888412034,0,27.5245518696323,11.5479334015607,246.586866562692,5.31599449305297,10.9233556540374,0.462406954840893,0.409145107389504,"CO/C(O[Si](C)(C)C)=C(C)/C",5.48553452,2.03261580197495,6.72876622077091,0,39.4065224051021,8.10497854194308,208.544099319165,4.87042375180139,8.09469627209037,0.716165062034725,0.549013599402793,5.48553452,2.03261580197495,6.72876622077091,39.4065224051021,3.513,2.17,23.026,17.592,0,4.55,7.82,46.79,35.04,0,5.007,5.655,11.286,3.509,8.814,4.55,11.93,19.7,4.55,16.04
80,13,"COC(=O)/C=C/c1ccc(N(=O)=O)cc1","CO/C(O[Si](C)(C)C)=C(C)/C","COC(=O)/C=C/c1ccc(N(=O)=O)cc1CO/C(O[Si](C)(C)C)=C(C)/C","CC3(C)c1ccccc1c2ccccc23","NS(=O)(=O)C(F)(F)F",,"Toluene/1,4-dioxane (3:1)",96,0,273.15,76,95,5,,90,1.5972871852184,,,,"CC3(C)c1ccccc1c2ccc(I)cc23NS(=O)(=O)C(F)(F)F","ph_fluorene_methyl_1_1_m062x",10.73,2.14,5.32,39.0075,-0.04841,4.02932,0.01998,6.04841,-0.04359,4.02527,0.01921,6.04359,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,42.9403851964903,25.4322143275877,11.1125163822549,"CC3(C)c1ccccc1c2ccccc23",,"COC(=O)/C=C/c1ccc(N(=O)=O)cc1",12.22089032,1.74862971922398,3.78521875298023,0,27.1480015206351,11.1740655160515,96.0115476252762,3.01535303508729,11.1214148920259,0.418512479613061,0.166776528392714,"CO/C(O[Si](C)(C)C)=C(C)/C",5.48553452,2.03261580197495,6.72876622077091,0,39.4065224051021,8.10497854194308,208.544099319165,4.87042375180139,8.09469627209037,0.716165062034725,0.549013599402793,5.48553452,2.03261580197495,6.72876622077091,39.4065224051021,3.513,2.17,23.026,17.592,0,4.55,7.82,46.79,35.04,0,5.007,5.655,11.286,3.509,8.814,4.55,11.93,19.7,4.55,16.04
81,14,"COC(=O)/C=C/c2ccc1OCOc1c2","CO/C(O[Si](C)(C)C)=C(C)/C","COC(=O)/C=C/c2ccc1OCOc1c2CO/C(O[Si](C)(C)C)=C(C)/C","CC3(C)c1ccccc1c2ccccc23","NS(=O)(=O)C(F)(F)F",,"M-xylene",72,25,298.15,84,97,3,,94,2.05828806520753,,,,"CC3(C)c1ccccc1c2ccc(I)cc23NS(=O)(=O)C(F)(F)F","ph_fluorene_methyl_1_1_m062x",10.73,2.14,5.32,39.0075,-0.04841,4.02932,0.01998,6.04841,-0.04359,4.02527,0.01921,6.04359,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,42.9403851964903,25.4322143275877,11.1125163822549,"CC3(C)c1ccccc1c2ccccc23",,"COC(=O)/C=C/c2ccc1OCOc1c2",11.68548315,1.7006708464591,4.15342591396479,0,27.3612709579181,11.6047580416869,137.299071509181,3.57518051824481,11.5977412663787,0.362353141061708,0.242893180896349,"CO/C(O[Si](C)(C)C)=C(C)/C",5.48553452,2.03261580197495,6.72876622077091,0,39.4065224051021,8.10497854194308,208.544099319165,4.87042375180139,8.09469627209037,0.716165062034725,0.549013599402793,5.48553452,2.03261580197495,6.72876622077091,39.4065224051021,3.513,2.17,23.026,17.592,0,4.55,7.82,46.79,35.04,0,5.007,5.655,11.286,3.509,8.814,4.55,11.93,19.7,4.55,16.04
82,15,"COC(=O)/C=C/c1ccco1","CO/C(O[Si](C)(C)C)=C(C)/C","COC(=O)/C=C/c1ccco1CO/C(O[Si](C)(C)C)=C(C)/C","CC3(C)c1ccccc1c2ccccc23","NS(=O)(=O)C(F)(F)F",,"cyclohexane",14,0,273.15,94,95,5,,90,1.5972871852184,,,,"CC3(C)c1ccccc1c2ccc(I)cc23NS(=O)(=O)C(F)(F)F","ph_fluorene_methyl_1_1_m062x",10.73,2.14,5.32,39.0075,-0.04841,4.02932,0.01998,6.04841,-0.04359,4.02527,0.01921,6.04359,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,42.9403851964903,25.4322143275877,11.1125163822549,"CC3(C)c1ccccc1c2ccccc23",,"COC(=O)/C=C/c1ccco1",9.96260778,1.7,5.42767056070063,0,26.6009265718929,10.203220862544,83.343750619593,3.69631245507804,9.80263551013274,0.403845172278582,0.219093544363113,"CO/C(O[Si](C)(C)C)=C(C)/C",5.48553452,2.03261580197495,6.72876622077091,0,39.4065224051021,8.10497854194308,208.544099319165,4.87042375180139,8.09469627209037,0.716165062034725,0.549013599402793,5.48553452,2.03261580197495,6.72876622077091,39.4065224051021,3.513,2.17,23.026,17.592,0,4.55,7.82,46.79,35.04,0,5.007,5.655,11.286,3.509,5.487,4.55,11.93,19.7,4.55,11.93
83,16,"COC(=O)/C=C/CCc1ccccc1","CO/C(O[Si](C)(C)C)=C(C)/C","COC(=O)/C=C/CCc1ccccc1CO/C(O[Si](C)(C)C)=C(C)/C","CC3(C)c1ccccc1c2ccccc23","NS(=O)(=O)C(F)(F)F",,"Methyl-cyclohexane",24,-40,233.15,92,97,3,,94,1.6095584853367,,,,"CC3(C)c1ccccc1c2ccc(I)cc23NS(=O)(=O)C(F)(F)F","ph_fluorene_methyl_1_1_m062x",10.73,2.14,5.32,39.0075,-0.04841,4.02932,0.01998,6.04841,-0.04359,4.02527,0.01921,6.04359,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,42.9403851964903,25.4322143275877,11.1125163822549,"CC3(C)c1ccccc1c2ccccc23",,"COC(=O)/C=C/CCc1ccccc1",12.56551105,1.92743553202974,4.47484124682504,0,27.1954626883961,12.3474139130431,169.142481350503,4.23484904686144,12.3452117828131,0.346571529386419,0.259396541021995,"CO/C(O[Si](C)(C)C)=C(C)/C",5.48553452,2.03261580197495,6.72876622077091,0,39.4065224051021,8.10497854194308,208.544099319165,4.87042375180139,8.09469627209037,0.716165062034725,0.549013599402793,5.48553452,2.03261580197495,6.72876622077091,39.4065224051021,3.513,2.17,23.026,17.592,0,4.55,7.82,46.79,35.04,0,5.007,5.655,10.494,4.617,4.602,4.55,11.93,19.7,8.21,8.21
